m49,VariableGroup,Subgroup,Variable,Area,Year,Value,Unit,Symbol,IsAggregate
4,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Afghanistan,2022,0.599198878,US$/m3,I,false
8,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Albania,2020,12.09666264,US$/m3,I,false
8,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Albania,2021,13.033799658,US$/m3,I,false
8,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Albania,2022,13.710036831,US$/m3,I,false
12,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Algeria,2020,12.980352338,US$/m3,E,false
12,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Algeria,2021,14.395427621,US$/m3,E,false
12,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Algeria,2022,14.321810365,US$/m3,E,false
24,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Angola,2020,133.510587427,US$/m3,I,false
24,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Angola,2021,133.881777508,US$/m3,I,false
24,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Angola,2022,133.451380086,US$/m3,I,false
28,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Antigua and Barbuda,2020,101.451233078,US$/m3,I,false
28,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Antigua and Barbuda,2021,107.983898138,US$/m3,I,false
28,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Antigua and Barbuda,2022,117.180775514,US$/m3,I,false
32,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Argentina,2020,11.456747232,US$/m3,I,false
32,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Argentina,2021,12.5733242,US$/m3,I,false
32,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Argentina,2022,13.312724739,US$/m3,I,false
51,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Armenia,2020,3.509336755,US$/m3,E,false
51,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Armenia,2021,3.516470904,US$/m3,E,false
51,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Armenia,2022,3.877368978,US$/m3,E,false
36,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Australia,2020,92.278858741,US$/m3,E,false
36,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Australia,2021,78.945094495,US$/m3,E,false
36,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Australia,2022,80.304776885,US$/m3,E,false
53,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Australia and New Zealand,2020,77.884632736,US$/m3,E,true
53,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Australia and New Zealand,2021,69.9958503,US$/m3,E,true
53,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Australia and New Zealand,2022,71.457178949,US$/m3,E,true
40,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Austria,2020,124.572946291,US$/m3,I,false
40,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Austria,2021,150.187352314,US$/m3,I,false
40,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Austria,2022,157.370878557,US$/m3,I,false
31,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Azerbaijan,2020,3.707590047,US$/m3,E,false
31,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Azerbaijan,2021,3.753719327,US$/m3,E,false
31,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Azerbaijan,2022,3.972730751,US$/m3,E,false
48,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Bahrain,2020,74.57442257,US$/m3,I,false
48,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Bahrain,2021,76.667661375,US$/m3,I,false
48,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Bahrain,2022,80.287189243,US$/m3,I,false
50,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Bangladesh,2020,8.322480978,US$/m3,I,false
50,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Bangladesh,2021,8.899338247,US$/m3,I,false
50,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Bangladesh,2022,9.543329277,US$/m3,I,false
52,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Barbados,2020,45.401017672,US$/m3,I,false
52,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Barbados,2021,44.242951045,US$/m3,I,false
52,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Barbados,2022,49.752525779,US$/m3,I,false
112,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Belarus,2020,35.511409338,US$/m3,E,false
112,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Belarus,2021,34.12574398,US$/m3,E,false
112,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Belarus,2022,33.014461306,US$/m3,E,false
56,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Belgium,2020,102.781892388,US$/m3,I,false
56,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Belgium,2021,104.312190254,US$/m3,I,false
56,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Belgium,2022,93.418636742,US$/m3,I,false
84,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Belize,2020,15.155018777,US$/m3,I,false
84,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Belize,2021,17.931453331,US$/m3,I,false
84,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Belize,2022,19.240254684,US$/m3,I,false
204,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Benin,2020,40.532825588,US$/m3,I,false
204,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Benin,2021,42.205913955,US$/m3,I,false
204,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Benin,2022,45.950451744,US$/m3,I,false
64,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Bhutan,2020,6.03459457,US$/m3,I,false
64,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Bhutan,2021,6.305614325,US$/m3,I,false
64,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Bhutan,2022,6.701494511,US$/m3,I,false
68,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Bolivia (Plurinational State of),2020,74.577890891,US$/m3,I,false
68,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Bolivia (Plurinational State of),2021,81.349536125,US$/m3,I,false
68,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Bolivia (Plurinational State of),2022,13.547129034,US$/m3,I,false
72,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Botswana,2020,62.185002922,US$/m3,E,false
72,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Botswana,2021,66.117878444,US$/m3,E,false
72,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Botswana,2022,76.603577888,US$/m3,E,false
76,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Brazil,2020,21.56737396,US$/m3,E,false
76,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Brazil,2021,21.844390929,US$/m3,E,false
76,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Brazil,2022,22.667234919,US$/m3,E,false
100,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Bulgaria,2020,9.254985518,US$/m3,E,false
100,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Bulgaria,2021,9.487601961,US$/m3,E,false
100,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Bulgaria,2022,9.655868121,US$/m3,E,false
854,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Burkina Faso,2020,13.507098055,US$/m3,I,false
854,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Burkina Faso,2021,14.516622745,US$/m3,I,false
854,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Burkina Faso,2022,14.00781904,US$/m3,I,false
108,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Burundi,2020,6.847025959,US$/m3,I,false
108,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Burundi,2021,6.958507356,US$/m3,I,false
108,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Burundi,2022,7.155318373,US$/m3,I,false
132,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Cabo Verde,2020,4.898771715,US$/m3,I,false
132,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Cabo Verde,2021,5.97728117,US$/m3,I,false
132,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Cabo Verde,2022,6.785376862,US$/m3,I,false
116,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Cambodia,2020,7.860211774,US$/m3,E,false
116,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Cambodia,2021,8.086325753,US$/m3,E,false
116,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Cambodia,2022,8.59002934,US$/m3,E,false
120,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Cameroon,2020,25.864125892,US$/m3,I,false
120,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Cameroon,2021,27.076116411,US$/m3,I,false
120,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Cameroon,2022,28.15929924,US$/m3,I,false
124,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Canada,2020,40.881840598,US$/m3,I,false
124,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Canada,2021,42.768118456,US$/m3,I,false
124,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Canada,2022,44.167247582,US$/m3,I,false
140,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Central African Republic,2020,17.592597245,US$/m3,E,false
140,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Central African Republic,2021,17.768106179,US$/m3,E,false
140,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Central African Republic,2022,17.866394305,US$/m3,E,false
143,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Central Asia,2020,2.836351612,US$/m3,E,true
143,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Central Asia,2021,3.47325677,US$/m3,E,true
143,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Central Asia,2022,3.53300464,US$/m3,E,true
62,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Central and Southern Asia,2020,2.996386797,US$/m3,E,true
62,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Central and Southern Asia,2021,3.258848888,US$/m3,E,true
62,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Central and Southern Asia,2022,3.434209374,US$/m3,E,true
148,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Chad,2020,11.339350704,US$/m3,I,false
148,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Chad,2021,11.314832513,US$/m3,I,false
148,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Chad,2022,12.666821756,US$/m3,I,false
152,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Chile,2020,6.738375124,US$/m3,I,false
152,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Chile,2021,7.475996226,US$/m3,I,false
152,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Chile,2022,7.715915308,US$/m3,I,false
156,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,China,2020,25.808596735,US$/m3,E,false
156,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,China,2021,31.360416125,US$/m3,E,false
156,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,China,2022,31.600705047,US$/m3,E,false
170,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Colombia,2020,10.773986906,US$/m3,I,false
170,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Colombia,2021,11.459481357,US$/m3,I,false
170,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Colombia,2022,11.731290538,US$/m3,I,false
174,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Comoros,2020,71.634526946,US$/m3,I,false
174,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Comoros,2021,73.481476542,US$/m3,I,false
174,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Comoros,2022,73.378232936,US$/m3,I,false
178,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Congo,2020,94.342461531,US$/m3,I,false
178,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Congo,2021,97.865532116,US$/m3,I,false
178,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Congo,2022,85.29888363,US$/m3,I,false
188,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Costa Rica,2020,17.68892199,US$/m3,E,false
188,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Costa Rica,2021,17.174434763,US$/m3,E,false
188,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Costa Rica,2022,17.920097838,US$/m3,E,false
191,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Croatia,2020,41.746980625,US$/m3,I,false
191,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Croatia,2021,47.306514057,US$/m3,I,false
191,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Croatia,2022,50.503877088,US$/m3,I,false
192,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Cuba,2020,11.337390536,US$/m3,I,false
192,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Cuba,2021,12.560141832,US$/m3,I,false
192,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Cuba,2022,12.496993773,US$/m3,I,false
196,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Cyprus,2020,77.120358446,US$/m3,I,false
196,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Cyprus,2021,80.293281308,US$/m3,I,false
196,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Cyprus,2022,83.917056612,US$/m3,I,false
203,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Czechia,2020,133.047638459,US$/m3,I,false
203,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Czechia,2021,139.367857101,US$/m3,I,false
203,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Czechia,2022,132.850296223,US$/m3,I,false
384,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Côte d'Ivoire,2020,38.120587515,US$/m3,E,false
384,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Côte d'Ivoire,2021,41.399915861,US$/m3,E,false
384,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Côte d'Ivoire,2022,44.665107822,US$/m3,E,false
408,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Democratic People's Republic of Korea,2020,1.600335902,US$/m3,I,false
408,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Democratic People's Republic of Korea,2021,1.591332523,US$/m3,I,false
408,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Democratic People's Republic of Korea,2022,1.592662237,US$/m3,I,false
180,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Democratic Republic of the Congo,2020,50.826943903,US$/m3,I,false
180,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Democratic Republic of the Congo,2021,54.586929081,US$/m3,I,false
180,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Democratic Republic of the Congo,2022,61.164913508,US$/m3,I,false
208,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Denmark,2020,293.393789064,US$/m3,I,false
208,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Denmark,2021,311.653552369,US$/m3,I,false
208,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Denmark,2022,332.296607489,US$/m3,I,false
214,Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Dominican Republic,2020,8.204757288,US$/m3,I,false
